epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00150000,0.687918,0.618108,0.667970,0.694212
2,0.00150000,0.675658,0.619005,0.666322,0.692497
3,0.00150000,0.669330,0.604213,0.668014,0.680043
4,0.00075000,0.666950,0.617212,0.648264,0.692401
5,0.00075000,0.664657,0.608247,0.658884,0.691554
6,0.00075000,0.658156,0.588974,0.678570,0.697869
7,0.00075000,0.651366,0.625728,0.645742,0.688020
8,0.00075000,0.646621,0.612730,0.650718,0.694082
9,0.00037500,0.641348,0.581802,0.647198,0.670716
10,0.00037500,0.636220,0.601972,0.654615,0.672511
11,0.00037500,0.632669,0.610937,0.641108,0.677594
12,0.00018750,0.631298,0.638727,0.653334,0.689862
