epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.688079,0.586359,0.732580,0.800022
2,0.00100000,0.673260,0.588009,0.739989,0.809634
3,0.00100000,0.665753,0.621012,0.780935,0.838655
4,0.00100000,0.665981,0.601210,0.792559,0.839041
5,0.00100000,0.662998,0.605061,0.821484,0.862115
6,0.00100000,0.661112,0.623212,0.804647,0.857018
7,0.00100000,0.654054,0.605061,0.798055,0.845164
8,0.00050000,0.651500,0.561056,0.735015,0.793978
9,0.00050000,0.642305,0.591859,0.747417,0.805081
10,0.00050000,0.636610,0.607261,0.767680,0.820959
