epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.691352,0.551781,0.601736,0.681993
2,0.00100000,0.676855,0.564384,0.615087,0.695777
3,0.00100000,0.673070,0.610959,0.608932,0.671036
4,0.00100000,0.671851,0.581918,0.633063,0.701172
5,0.00100000,0.669402,0.576986,0.633551,0.699440
6,0.00100000,0.666153,0.626849,0.617488,0.679983
7,0.00100000,0.657227,0.621918,0.664656,0.705825
8,0.00100000,0.657106,0.585205,0.678807,0.728389
9,0.00100000,0.655753,0.595068,0.652993,0.707982
10,0.00100000,0.650888,0.564932,0.635197,0.681913
11,0.00050000,0.644013,0.543562,0.624895,0.651644
12,0.00050000,0.622939,0.609863,0.632011,0.684474
13,0.00050000,0.619572,0.636164,0.653475,0.694783
