epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.691254,0.547397,0.601496,0.678583
2,0.00100000,0.674811,0.573151,0.622224,0.699209
3,0.00100000,0.672384,0.616986,0.652736,0.701684
4,0.00100000,0.670669,0.624110,0.658905,0.707379
5,0.00100000,0.664612,0.634521,0.669060,0.719564
6,0.00100000,0.664266,0.623562,0.685579,0.724440
7,0.00100000,0.654915,0.621918,0.698700,0.739295
8,0.00100000,0.657458,0.624110,0.699017,0.740525
9,0.00100000,0.653795,0.637808,0.701268,0.738715
10,0.00100000,0.648829,0.575342,0.690913,0.725924
11,0.00100000,0.641958,0.604932,0.701930,0.729671
12,0.00100000,0.635743,0.578630,0.710966,0.731686
13,0.00100000,0.633610,0.615890,0.709943,0.748120
14,0.00100000,0.622729,0.635616,0.677544,0.727257
15,0.00050000,0.610922,0.570411,0.670589,0.700338
16,0.00050000,0.597107,0.584658,0.669951,0.703846
17,0.00050000,0.579840,0.586301,0.654035,0.699707
