factor,key,value,seed,return_code,best_epoch,best_ndcg10,best_ndcg20,best_pair_acc,last_epoch,last_train_loss,run_dir,config_path
optimizer_lr,<multi>,adamw_lr1e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adamw_lr1e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adamw_lr1e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr2e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adamw_lr2e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adamw_lr2e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr5e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adamw_lr5e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adamw_lr5e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr8e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adamw_lr8e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adamw_lr8e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr1e-3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adamw_lr1e-3/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adamw_lr1e-3__seed=43.yaml
optimizer_lr,<multi>,adamw_lr2e-3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adamw_lr2e-3/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adamw_lr2e-3__seed=43.yaml
optimizer_lr,<multi>,radam_lr1e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_radam_lr1e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=radam_lr1e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr2e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_radam_lr2e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=radam_lr2e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr5e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_radam_lr5e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=radam_lr5e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr8e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_radam_lr8e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=radam_lr8e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr1e-3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_radam_lr1e-3/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=radam_lr1e-3__seed=43.yaml
optimizer_lr,<multi>,radam_lr2e-3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_radam_lr2e-3/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=radam_lr2e-3__seed=43.yaml
optimizer_lr,<multi>,adam_lr1e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adam_lr1e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adam_lr1e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr2e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adam_lr2e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adam_lr2e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr5e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adam_lr5e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adam_lr5e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr8e-4,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adam_lr8e-4/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adam_lr8e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr1e-3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adam_lr1e-3/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adam_lr1e-3__seed=43.yaml
optimizer_lr,<multi>,adam_lr2e-3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260319_035603/runs/optimizer_lr/value_adam_lr2e-3/seed_43,outputs/ablation/ablation_20260319_035603/configs/optimizer_lr__<multi>=adam_lr2e-3__seed=43.yaml
