epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.689320,0.564417,0.611642,0.682703
2,0.00100000,0.676604,0.577198,0.609589,0.696425
3,0.00100000,0.672314,0.621166,0.661682,0.722878
4,0.00100000,0.665400,0.626789,0.658886,0.714467
5,0.00100000,0.651482,0.638548,0.698194,0.733369
6,0.00100000,0.637909,0.655419,0.698777,0.731264
7,0.00100000,0.630236,0.620654,0.655523,0.681013
8,0.00100000,0.622748,0.648262,0.635835,0.674786
9,0.00050000,0.621750,0.667689,0.653675,0.679155
10,0.00050000,0.603775,0.633947,0.644028,0.680134
11,0.00050000,0.600563,0.671779,0.658688,0.695621
12,0.00025000,0.596215,0.641616,0.641336,0.676754
