epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00120000,0.690906,0.551125,0.609253,0.680482
2,0.00120000,0.676262,0.606339,0.642896,0.714859
3,0.00120000,0.672737,0.623722,0.699017,0.744795
4,0.00120000,0.667720,0.608896,0.658987,0.726388
5,0.00120000,0.661315,0.608896,0.705994,0.755371
6,0.00120000,0.650790,0.624744,0.675281,0.727368
7,0.00120000,0.638625,0.663599,0.678577,0.716271
8,0.00060000,0.628336,0.643149,0.645209,0.683751
9,0.00060000,0.616492,0.667178,0.652470,0.694091
10,0.00060000,0.606811,0.675358,0.636395,0.678576
11,0.00030000,0.601513,0.663599,0.641214,0.683070
