factor,key,value,seed,return_code,best_epoch,best_ndcg10,best_ndcg20,best_pair_acc,last_epoch,last_train_loss,run_dir,config_path
dropout_floor,regularization.min_dropout,0.3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/dropout_floor/value_0.3/seed_43,outputs/ablation/ablation_20260318_150327/configs/dropout_floor__regularization.min_dropout=0.3__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.0001,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/weight_decay_floor/value_0.0001/seed_42,outputs/ablation/ablation_20260318_150327/configs/weight_decay_floor__regularization.min_weight_decay=0.0001__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.0001,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/weight_decay_floor/value_0.0001/seed_43,outputs/ablation/ablation_20260318_150327/configs/weight_decay_floor__regularization.min_weight_decay=0.0001__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.001,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/weight_decay_floor/value_0.001/seed_42,outputs/ablation/ablation_20260318_150327/configs/weight_decay_floor__regularization.min_weight_decay=0.001__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.001,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/weight_decay_floor/value_0.001/seed_43,outputs/ablation/ablation_20260318_150327/configs/weight_decay_floor__regularization.min_weight_decay=0.001__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.005,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/weight_decay_floor/value_0.005/seed_42,outputs/ablation/ablation_20260318_150327/configs/weight_decay_floor__regularization.min_weight_decay=0.005__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.005,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/weight_decay_floor/value_0.005/seed_43,outputs/ablation/ablation_20260318_150327/configs/weight_decay_floor__regularization.min_weight_decay=0.005__seed=43.yaml
es_patience,early_stopping.patience,3,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/es_patience/value_3/seed_42,outputs/ablation/ablation_20260318_150327/configs/es_patience__early_stopping.patience=3__seed=42.yaml
es_patience,early_stopping.patience,3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/es_patience/value_3/seed_43,outputs/ablation/ablation_20260318_150327/configs/es_patience__early_stopping.patience=3__seed=43.yaml
es_patience,early_stopping.patience,5,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/es_patience/value_5/seed_42,outputs/ablation/ablation_20260318_150327/configs/es_patience__early_stopping.patience=5__seed=42.yaml
es_patience,early_stopping.patience,5,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/es_patience/value_5/seed_43,outputs/ablation/ablation_20260318_150327/configs/es_patience__early_stopping.patience=5__seed=43.yaml
es_patience,early_stopping.patience,8,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/es_patience/value_8/seed_42,outputs/ablation/ablation_20260318_150327/configs/es_patience__early_stopping.patience=8__seed=42.yaml
es_patience,early_stopping.patience,8,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/es_patience/value_8/seed_43,outputs/ablation/ablation_20260318_150327/configs/es_patience__early_stopping.patience=8__seed=43.yaml
sched_factor,scheduler.factor,0.3,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_factor/value_0.3/seed_42,outputs/ablation/ablation_20260318_150327/configs/sched_factor__scheduler.factor=0.3__seed=42.yaml
sched_factor,scheduler.factor,0.3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_factor/value_0.3/seed_43,outputs/ablation/ablation_20260318_150327/configs/sched_factor__scheduler.factor=0.3__seed=43.yaml
sched_factor,scheduler.factor,0.5,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_factor/value_0.5/seed_42,outputs/ablation/ablation_20260318_150327/configs/sched_factor__scheduler.factor=0.5__seed=42.yaml
sched_factor,scheduler.factor,0.5,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_factor/value_0.5/seed_43,outputs/ablation/ablation_20260318_150327/configs/sched_factor__scheduler.factor=0.5__seed=43.yaml
sched_factor,scheduler.factor,0.8,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_factor/value_0.8/seed_42,outputs/ablation/ablation_20260318_150327/configs/sched_factor__scheduler.factor=0.8__seed=42.yaml
sched_factor,scheduler.factor,0.8,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_factor/value_0.8/seed_43,outputs/ablation/ablation_20260318_150327/configs/sched_factor__scheduler.factor=0.8__seed=43.yaml
sched_patience,scheduler.patience,1,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_patience/value_1/seed_42,outputs/ablation/ablation_20260318_150327/configs/sched_patience__scheduler.patience=1__seed=42.yaml
sched_patience,scheduler.patience,1,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_patience/value_1/seed_43,outputs/ablation/ablation_20260318_150327/configs/sched_patience__scheduler.patience=1__seed=43.yaml
sched_patience,scheduler.patience,2,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_patience/value_2/seed_42,outputs/ablation/ablation_20260318_150327/configs/sched_patience__scheduler.patience=2__seed=42.yaml
sched_patience,scheduler.patience,2,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_patience/value_2/seed_43,outputs/ablation/ablation_20260318_150327/configs/sched_patience__scheduler.patience=2__seed=43.yaml
sched_patience,scheduler.patience,3,42,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_patience/value_3/seed_42,outputs/ablation/ablation_20260318_150327/configs/sched_patience__scheduler.patience=3__seed=42.yaml
sched_patience,scheduler.patience,3,43,0,-1,0.0,0.0,0.0,-1,0.0,outputs/ablation/ablation_20260318_150327/runs/sched_patience/value_3/seed_43,outputs/ablation/ablation_20260318_150327/configs/sched_patience__scheduler.patience=3__seed=43.yaml
