factor,key,value,seed,return_code,best_epoch,best_ndcg10,best_ndcg20,best_pair_acc,last_epoch,last_train_loss,run_dir,config_path
lr_refine,train.lr,0.0008,42,0,3,0.687031,0.707015,0.624384,9,0.653977,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0008/seed_42,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0008__seed=42.yaml
lr_refine,train.lr,0.0008,43,0,7,0.706381,0.735443,0.660532,13,0.592514,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0008/seed_43,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0008__seed=43.yaml
lr_refine,train.lr,0.0008,44,0,5,0.799327,0.838533,0.604709,11,0.635579,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0008/seed_44,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0008__seed=44.yaml
lr_refine,train.lr,0.001,42,0,3,0.694648,0.708124,0.61766,9,0.65414,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.001/seed_42,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.001__seed=42.yaml
lr_refine,train.lr,0.001,43,0,6,0.698777,0.731264,0.655419,12,0.596215,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.001/seed_43,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.001__seed=43.yaml
lr_refine,train.lr,0.001,44,0,5,0.795698,0.837018,0.609218,11,0.623229,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.001/seed_44,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.001__seed=44.yaml
lr_refine,train.lr,0.0012,42,0,4,0.69001,0.714814,0.615419,10,0.631974,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0012/seed_42,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0012__seed=42.yaml
lr_refine,train.lr,0.0012,43,0,5,0.705994,0.755371,0.608896,11,0.601513,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0012/seed_43,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0012__seed=43.yaml
lr_refine,train.lr,0.0012,44,0,5,0.800361,0.827435,0.615731,11,0.617615,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0012/seed_44,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0012__seed=44.yaml
lr_refine,train.lr,0.0015,42,0,6,0.67857,0.697869,0.588974,12,0.631298,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0015/seed_42,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0015__seed=42.yaml
lr_refine,train.lr,0.0015,43,0,5,0.694654,0.739166,0.625256,11,0.60355,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0015/seed_43,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0015__seed=43.yaml
lr_refine,train.lr,0.0015,44,0,4,0.797473,0.844954,0.590681,10,0.615588,outputs/ablation/ablation_20260319_115845/runs/lr_refine/value_0.0015/seed_44,outputs/ablation/ablation_20260319_115845/configs/lr_refine__train.lr=0.0015__seed=44.yaml
