factor,key,value,seed,return_code,best_epoch,best_ndcg10,best_ndcg20,best_pair_acc,last_epoch,last_train_loss,run_dir,config_path
dropout_floor,regularization.min_dropout,0.22,42,0,3,0.6922,0.720148,0.617585,8,0.639677,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.22/seed_42,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.22__seed=42.yaml
dropout_floor,regularization.min_dropout,0.22,43,0,5,0.700006,0.717635,0.62642,10,0.617204,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.22/seed_43,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.22__seed=43.yaml
dropout_floor,regularization.min_dropout,0.22,44,0,2,0.668552,0.681526,0.601599,7,0.654013,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.22/seed_44,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.22__seed=44.yaml
dropout_floor,regularization.min_dropout,0.25,42,0,3,0.676398,0.693151,0.599916,8,0.651311,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.25/seed_42,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.25__seed=42.yaml
dropout_floor,regularization.min_dropout,0.25,43,0,3,0.69762,0.710714,0.628944,8,0.625703,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.25/seed_43,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.25__seed=43.yaml
dropout_floor,regularization.min_dropout,0.25,44,0,2,0.68369,0.694267,0.606647,7,0.656408,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.25/seed_44,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.25__seed=44.yaml
dropout_floor,regularization.min_dropout,0.28,42,0,3,0.691593,0.70759,0.629785,8,0.655321,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.28/seed_42,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.28__seed=42.yaml
dropout_floor,regularization.min_dropout,0.28,43,0,2,0.672137,0.696951,0.60244,7,0.631925,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.28/seed_43,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.28__seed=43.yaml
dropout_floor,regularization.min_dropout,0.28,44,0,2,0.663323,0.693754,0.594867,7,0.656802,outputs/ablation/ablation_20260319_174812/runs/dropout_floor/value_0.28/seed_44,outputs/ablation/ablation_20260319_174812/configs/dropout_floor__regularization.min_dropout=0.28__seed=44.yaml
weight_decay_floor,regularization.min_weight_decay,0.0003,42,0,3,0.654984,0.684934,0.59024,8,0.650542,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0003/seed_42,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0003__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.0003,43,0,2,0.6877,0.7101,0.628523,7,0.621763,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0003/seed_43,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0003__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.0003,44,0,11,0.700261,0.704945,0.606226,16,0.620066,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0003/seed_44,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0003__seed=44.yaml
weight_decay_floor,regularization.min_weight_decay,0.0005,42,0,6,0.672915,0.688753,0.587716,11,0.63187,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0005/seed_42,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0005__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.0005,43,0,3,0.697596,0.708473,0.629365,8,0.614332,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0005/seed_43,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0005__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.0005,44,0,2,0.6888,0.69335,0.600337,7,0.649248,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0005/seed_44,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0005__seed=44.yaml
weight_decay_floor,regularization.min_weight_decay,0.0008,42,0,3,0.679356,0.700425,0.609171,8,0.640896,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0008/seed_42,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0008__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.0008,43,0,3,0.687418,0.700979,0.622213,8,0.616854,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0008/seed_43,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0008__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.0008,44,0,2,0.681923,0.688836,0.598654,7,0.650369,outputs/ablation/ablation_20260319_174812/runs/weight_decay_floor/value_0.0008/seed_44,outputs/ablation/ablation_20260319_174812/configs/weight_decay_floor__regularization.min_weight_decay=0.0008__seed=44.yaml
early_stop_patience,early_stopping.patience,5,42,0,3,0.69183,0.709231,0.598654,8,0.636172,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_5/seed_42,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=5__seed=42.yaml
early_stop_patience,early_stopping.patience,5,43,0,2,0.694911,0.711771,0.615482,7,0.628869,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_5/seed_43,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=5__seed=43.yaml
early_stop_patience,early_stopping.patience,5,44,0,4,0.681395,0.702475,0.602861,9,0.638113,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_5/seed_44,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=5__seed=44.yaml
early_stop_patience,early_stopping.patience,6,42,0,3,0.676932,0.700825,0.599074,9,0.635008,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_6/seed_42,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=6__seed=42.yaml
early_stop_patience,early_stopping.patience,6,43,0,2,0.694911,0.711771,0.615482,8,0.619476,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_6/seed_43,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=6__seed=43.yaml
early_stop_patience,early_stopping.patience,6,44,0,2,0.677896,0.689046,0.599495,8,0.64488,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_6/seed_44,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=6__seed=44.yaml
early_stop_patience,early_stopping.patience,8,42,0,3,0.690709,0.709809,0.603281,11,0.614007,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_8/seed_42,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=8__seed=42.yaml
early_stop_patience,early_stopping.patience,8,43,0,2,0.694911,0.711771,0.615482,10,0.592529,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_8/seed_43,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=8__seed=43.yaml
early_stop_patience,early_stopping.patience,8,44,0,5,0.683403,0.696884,0.591081,13,0.626483,outputs/ablation/ablation_20260319_174812/runs/early_stop_patience/value_8/seed_44,outputs/ablation/ablation_20260319_174812/configs/early_stop_patience__early_stopping.patience=8__seed=44.yaml
scheduler_factor,scheduler.factor,0.4,42,0,6,0.686028,0.700542,0.596971,11,0.622089,outputs/ablation/ablation_20260319_174812/runs/scheduler_factor/value_0.4/seed_42,outputs/ablation/ablation_20260319_174812/configs/scheduler_factor__scheduler.factor=0.4__seed=42.yaml
scheduler_factor,scheduler.factor,0.4,43,0,2,0.694911,0.711771,0.615482,7,0.625134,outputs/ablation/ablation_20260319_174812/runs/scheduler_factor/value_0.4/seed_43,outputs/ablation/ablation_20260319_174812/configs/scheduler_factor__scheduler.factor=0.4__seed=43.yaml
scheduler_factor,scheduler.factor,0.4,44,0,13,0.70687,0.726306,0.645351,18,0.566936,outputs/ablation/ablation_20260319_174812/runs/scheduler_factor/value_0.4/seed_44,outputs/ablation/ablation_20260319_174812/configs/scheduler_factor__scheduler.factor=0.4__seed=44.yaml
scheduler_factor,scheduler.factor,0.5,42,0,6,0.678191,0.697962,0.587716,11,0.625417,outputs/ablation/ablation_20260319_174812/runs/scheduler_factor/value_0.5/seed_42,outputs/ablation/ablation_20260319_174812/configs/scheduler_factor__scheduler.factor=0.5__seed=42.yaml
scheduler_factor,scheduler.factor,0.5,43,0,2,0.694911,0.711771,0.615482,7,0.617968,outputs/ablation/ablation_20260319_174812/runs/scheduler_factor/value_0.5/seed_43,outputs/ablation/ablation_20260319_174812/configs/scheduler_factor__scheduler.factor=0.5__seed=43.yaml
