factor,key,value,seed,return_code,best_epoch,best_ndcg10,best_ndcg20,best_pair_acc,last_epoch,last_train_loss,run_dir,config_path
optimizer_lr,<multi>,adamw_lr1e-4,43,0,4,0.609846,0.667614,0.526575,9,0.674415,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adamw_lr1e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adamw_lr1e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr2e-4,43,0,2,0.610076,0.665149,0.524932,7,0.671842,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adamw_lr2e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adamw_lr2e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr5e-4,43,0,1,0.61015,0.667299,0.523836,6,0.669437,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adamw_lr5e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adamw_lr5e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr8e-4,43,0,7,0.677814,0.722881,0.619726,12,0.61006,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adamw_lr8e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adamw_lr8e-4__seed=43.yaml
optimizer_lr,<multi>,adamw_lr1e-3,43,0,8,0.739631,0.751454,0.639452,13,0.613039,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adamw_lr1e-3/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adamw_lr1e-3__seed=43.yaml
optimizer_lr,<multi>,adamw_lr2e-3,43,0,7,0.686564,0.718767,0.632329,12,0.646138,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adamw_lr2e-3/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adamw_lr2e-3__seed=43.yaml
optimizer_lr,<multi>,radam_lr1e-4,43,0,11,0.609792,0.666223,0.528219,16,0.679368,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_radam_lr1e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=radam_lr1e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr2e-4,43,0,5,0.616892,0.672216,0.534795,10,0.676832,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_radam_lr2e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=radam_lr2e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr5e-4,43,0,4,0.608892,0.677829,0.548493,9,0.670413,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_radam_lr5e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=radam_lr5e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr8e-4,43,0,2,0.612189,0.670623,0.532603,7,0.669885,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_radam_lr8e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=radam_lr8e-4__seed=43.yaml
optimizer_lr,<multi>,radam_lr1e-3,43,0,14,0.690501,0.748062,0.644932,19,0.619553,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_radam_lr1e-3/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=radam_lr1e-3__seed=43.yaml
optimizer_lr,<multi>,radam_lr2e-3,43,0,1,0.638873,0.70173,0.537534,6,0.671347,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_radam_lr2e-3/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=radam_lr2e-3__seed=43.yaml
optimizer_lr,<multi>,adam_lr1e-4,43,0,6,0.611844,0.670216,0.529863,11,0.675053,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adam_lr1e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adam_lr1e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr2e-4,43,0,2,0.616027,0.678804,0.54411,7,0.67298,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adam_lr2e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adam_lr2e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr5e-4,43,0,1,0.607588,0.672179,0.538082,6,0.67162,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adam_lr5e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adam_lr5e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr8e-4,43,0,13,0.662816,0.712833,0.648219,18,0.626994,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adam_lr8e-4/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adam_lr8e-4__seed=43.yaml
optimizer_lr,<multi>,adam_lr1e-3,43,0,15,0.653967,0.708441,0.621918,20,0.632216,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adam_lr1e-3/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adam_lr1e-3__seed=43.yaml
optimizer_lr,<multi>,adam_lr2e-3,43,0,5,0.633703,0.703024,0.599452,10,0.662174,outputs/ablation/ablation_20260319_035611/runs/optimizer_lr/value_adam_lr2e-3/seed_43,outputs/ablation/ablation_20260319_035611/configs/optimizer_lr__<multi>=adam_lr2e-3__seed=43.yaml
