epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00120000,0.688198,0.612537,0.644561,0.683882
2,0.00120000,0.673705,0.601599,0.647357,0.669506
3,0.00120000,0.671302,0.592343,0.664556,0.688505
4,0.00120000,0.664714,0.591502,0.662588,0.684159
5,0.00120000,0.660589,0.580984,0.660690,0.686736
6,0.00120000,0.658595,0.587716,0.672915,0.688753
7,0.00120000,0.653962,0.602440,0.664764,0.686599
8,0.00120000,0.650734,0.602861,0.662672,0.687401
9,0.00060000,0.643056,0.586033,0.661452,0.679507
10,0.00060000,0.636179,0.601599,0.629717,0.673798
11,0.00060000,0.631870,0.605806,0.650174,0.677420
