factor,key,value,n_seeds,n_success,success_rate,mean_best_ndcg10,std_best_ndcg10,mean_best_ndcg20,std_best_ndcg20,mean_best_pair_acc,std_best_pair_acc,mean_last_train_loss,std_last_train_loss,mean_last_epoch
d_model,model.d_model,24,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
dropout_floor,regularization.min_dropout,0.2,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
gnn_layers,model.gnn_layers,1,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
weight_decay_floor,regularization.min_weight_decay,0.0003,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
