epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.693328,0.528767,0.613463,0.675947
2,0.00100000,0.680414,0.527123,0.602320,0.674548
3,0.00100000,0.675851,0.535890,0.604949,0.675612
4,0.00050000,0.672644,0.563288,0.610254,0.677713
5,0.00050000,0.666650,0.566027,0.626579,0.696305
6,0.00050000,0.662977,0.572055,0.633706,0.696564
7,0.00050000,0.661570,0.587945,0.642930,0.696586
8,0.00050000,0.656697,0.598356,0.632469,0.689953
9,0.00050000,0.648159,0.601096,0.599140,0.657908
10,0.00050000,0.635893,0.616986,0.643666,0.682435
11,0.00050000,0.624208,0.652055,0.670817,0.707157
12,0.00050000,0.623307,0.631781,0.637896,0.682171
13,0.00050000,0.607350,0.649315,0.656932,0.697040
14,0.00025000,0.601773,0.643836,0.653708,0.698491
15,0.00025000,0.590281,0.645479,0.648601,0.696959
16,0.00025000,0.582127,0.652603,0.643639,0.687713
