epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.693668,0.569614,0.593738,0.648207
2,0.00100000,0.678648,0.606253,0.654828,0.689821
3,0.00100000,0.671368,0.616023,0.669346,0.689886
4,0.00100000,0.670752,0.622863,0.635953,0.663541
5,0.00100000,0.667070,0.609184,0.668860,0.691693
6,0.00100000,0.662722,0.612604,0.676364,0.703003
7,0.00100000,0.662921,0.628725,0.680952,0.703568
8,0.00100000,0.647598,0.640938,0.631924,0.660129
9,0.00100000,0.636945,0.640449,0.642052,0.647093
10,0.00100000,0.628750,0.664875,0.694257,0.697800
11,0.00100000,0.622041,0.662921,0.634178,0.654058
12,0.00100000,0.607213,0.672692,0.639819,0.662264
13,0.00050000,0.604706,0.645335,0.637987,0.660136
14,0.00050000,0.577353,0.667807,0.648103,0.673195
15,0.00050000,0.570869,0.680020,0.668268,0.686024
