epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00120000,0.685241,0.571875,0.573771,0.605637
2,0.00120000,0.675745,0.593125,0.590953,0.621112
3,0.00120000,0.666217,0.573125,0.546302,0.576818
4,0.00120000,0.659923,0.549375,0.510171,0.549134
5,0.00120000,0.656629,0.575625,0.682323,0.695724
6,0.00120000,0.649599,0.533750,0.607874,0.612930
7,0.00120000,0.645103,0.535000,0.601901,0.632720
8,0.00120000,0.634507,0.559375,0.595669,0.644911
