epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00150000,0.689756,0.552147,0.611133,0.678826
2,0.00150000,0.675312,0.637526,0.614868,0.691397
3,0.00150000,0.672958,0.651329,0.664128,0.728593
4,0.00150000,0.666944,0.615542,0.636585,0.703719
5,0.00150000,0.661512,0.625256,0.694654,0.739166
6,0.00150000,0.648893,0.635481,0.688319,0.713431
7,0.00150000,0.637449,0.637014,0.682126,0.713044
8,0.00075000,0.625067,0.623722,0.638268,0.683046
9,0.00075000,0.610705,0.647239,0.668313,0.706369
10,0.00075000,0.604024,0.670245,0.667060,0.702977
11,0.00037500,0.603550,0.662577,0.683391,0.712790
