epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.691791,0.583608,0.715783,0.782784
2,0.00100000,0.676737,0.592959,0.767061,0.831720
3,0.00100000,0.670931,0.602860,0.777877,0.843485
4,0.00100000,0.665977,0.586359,0.776401,0.822800
5,0.00100000,0.661962,0.587459,0.771950,0.836862
6,0.00050000,0.657938,0.616612,0.772761,0.825850
7,0.00050000,0.649888,0.618262,0.786548,0.840675
8,0.00050000,0.647728,0.610561,0.772178,0.823090
9,0.00050000,0.643174,0.591309,0.757554,0.809067
10,0.00050000,0.638264,0.597910,0.787873,0.833599
11,0.00050000,0.627127,0.621562,0.759541,0.804193
12,0.00050000,0.613386,0.628713,0.728504,0.778145
13,0.00025000,0.602532,0.634213,0.728896,0.783139
14,0.00025000,0.590948,0.644114,0.794892,0.834782
15,0.00025000,0.585922,0.657866,0.775373,0.820733
16,0.00025000,0.584836,0.653465,0.758602,0.809520
17,0.00012500,0.576665,0.649065,0.745184,0.791670
18,0.00012500,0.566655,0.649065,0.748745,0.797638
19,0.00012500,0.566475,0.652365,0.735186,0.785597
