epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.691690,0.544110,0.611693,0.679798
2,0.00100000,0.678836,0.553425,0.593781,0.678332
3,0.00100000,0.673549,0.571507,0.601697,0.683265
4,0.00100000,0.669034,0.601644,0.639336,0.712229
5,0.00100000,0.665764,0.638904,0.693407,0.734535
6,0.00100000,0.665545,0.639452,0.689580,0.725885
7,0.00100000,0.658915,0.615342,0.674018,0.727745
8,0.00100000,0.656612,0.626301,0.716910,0.749584
9,0.00100000,0.647941,0.612055,0.652095,0.710054
10,0.00100000,0.639550,0.628493,0.669156,0.695637
11,0.00050000,0.624954,0.647671,0.690954,0.723264
12,0.00050000,0.608397,0.619726,0.642526,0.684737
13,0.00050000,0.599976,0.607123,0.629222,0.678242
