epoch,lr,train_loss,val_pairwise_acc,val_ndcg@10,val_ndcg@20
1,0.00100000,0.691304,0.585247,0.655676,0.671629
2,0.00100000,0.677364,0.609184,0.653463,0.693461
3,0.00100000,0.668686,0.601368,0.675238,0.704323
4,0.00100000,0.665127,0.611627,0.677801,0.699282
5,0.00100000,0.662296,0.611627,0.674635,0.691882
6,0.00100000,0.660634,0.599414,0.673355,0.696238
7,0.00100000,0.655436,0.604299,0.715634,0.714852
8,0.00100000,0.651316,0.612604,0.660910,0.691972
9,0.00100000,0.643280,0.610161,0.642631,0.663012
10,0.00050000,0.632842,0.626282,0.682923,0.708678
11,0.00050000,0.617678,0.627259,0.631787,0.660841
12,0.00050000,0.606746,0.635564,0.670543,0.688912
