factor,key,value,seed,return_code,best_epoch,best_ndcg10,best_ndcg20,best_pair_acc,last_epoch,last_train_loss,run_dir,config_path
gnn_layers,model.gnn_layers,1,43,0,8,0.658592,0.690648,0.603836,13,0.593441,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_1/seed_43,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=1__seed=43.yaml
gnn_layers,model.gnn_layers,1,44,0,7,0.807212,0.84541,0.625413,12,0.62908,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_1/seed_44,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=1__seed=44.yaml
gnn_layers,model.gnn_layers,2,42,0,10,0.694257,0.6978,0.664875,15,0.570869,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_2/seed_42,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=2__seed=42.yaml
gnn_layers,model.gnn_layers,2,43,0,11,0.670817,0.707157,0.652055,16,0.582127,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_2/seed_43,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=2__seed=43.yaml
gnn_layers,model.gnn_layers,2,44,0,6,0.804165,0.85841,0.614411,11,0.631535,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_2/seed_44,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=2__seed=44.yaml
gnn_layers,model.gnn_layers,3,42,0,2,0.674431,0.693329,0.615046,7,0.657954,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_3/seed_42,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=3__seed=42.yaml
gnn_layers,model.gnn_layers,3,43,0,6,0.704146,0.746728,0.648219,11,0.631253,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_3/seed_43,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=3__seed=43.yaml
gnn_layers,model.gnn_layers,3,44,0,5,0.801912,0.849327,0.614961,10,0.626382,outputs/ablation/ablation_20260318_161916/runs/gnn_layers/value_3/seed_44,outputs/ablation/ablation_20260318_161916/configs/gnn_layers__model.gnn_layers=3__seed=44.yaml
dropout_floor,regularization.min_dropout,0.2,42,0,3,0.673539,0.699851,0.612604,8,0.655667,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.2/seed_42,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.2__seed=42.yaml
dropout_floor,regularization.min_dropout,0.2,43,0,6,0.659647,0.705287,0.595616,11,0.650334,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.2/seed_43,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.2__seed=43.yaml
dropout_floor,regularization.min_dropout,0.2,44,0,5,0.818479,0.855531,0.620462,10,0.629779,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.2/seed_44,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.2__seed=44.yaml
dropout_floor,regularization.min_dropout,0.25,42,0,2,0.673714,0.697761,0.617489,7,0.661709,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.25/seed_42,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.25__seed=42.yaml
dropout_floor,regularization.min_dropout,0.25,43,0,6,0.690515,0.732015,0.625205,11,0.624021,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.25/seed_43,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.25__seed=43.yaml
dropout_floor,regularization.min_dropout,0.25,44,0,5,0.805361,0.851318,0.613311,10,0.628002,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.25/seed_44,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.25__seed=44.yaml
dropout_floor,regularization.min_dropout,0.3,42,0,5,0.692241,0.695719,0.623351,10,0.654722,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.3/seed_42,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.3__seed=42.yaml
dropout_floor,regularization.min_dropout,0.3,43,0,14,0.688753,0.721228,0.630685,19,0.605944,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.3/seed_43,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.3__seed=43.yaml
dropout_floor,regularization.min_dropout,0.3,44,0,4,0.772772,0.826558,0.59571,9,0.646113,outputs/ablation/ablation_20260318_161916/runs/dropout_floor/value_0.3/seed_44,outputs/ablation/ablation_20260318_161916/configs/dropout_floor__regularization.min_dropout=0.3__seed=44.yaml
weight_decay_floor,regularization.min_weight_decay,0.0003,42,0,5,0.67195,0.66421,0.598437,10,0.646639,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0003/seed_42,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0003__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.0003,43,0,8,0.678807,0.728389,0.585205,13,0.619572,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0003/seed_43,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0003__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.0003,44,0,4,0.810235,0.850489,0.593509,9,0.641003,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0003/seed_44,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0003__seed=44.yaml
weight_decay_floor,regularization.min_weight_decay,0.0005,42,0,15,0.729625,0.729544,0.595506,20,0.630853,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0005/seed_42,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0005__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.0005,43,0,14,0.717345,0.7472,0.596164,19,0.573375,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0005/seed_43,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0005__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.0005,44,0,5,0.806886,0.858902,0.605061,10,0.636209,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0005/seed_44,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0005__seed=44.yaml
weight_decay_floor,regularization.min_weight_decay,0.0008,42,0,5,0.672132,0.68668,0.595017,8,0.65742,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0008/seed_42,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0008__seed=42.yaml
weight_decay_floor,regularization.min_weight_decay,0.0008,43,0,12,0.710966,0.731686,0.57863,17,0.57984,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0008/seed_43,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0008__seed=43.yaml
weight_decay_floor,regularization.min_weight_decay,0.0008,44,0,5,0.821484,0.862115,0.605061,10,0.63661,outputs/ablation/ablation_20260318_161916/runs/weight_decay_floor/value_0.0008/seed_44,outputs/ablation/ablation_20260318_161916/configs/weight_decay_floor__regularization.min_weight_decay=0.0008__seed=44.yaml
